"teks_chat","label_intent"
"gw yakin lu gangster, abis pake Secret Card, duit lu nambah","accusing"
"lu sering dapet Toto, pasti gangster","accusing"
"duit lu banyak banget dari mana? pasti gangster","accusing"
"lu aneh banget tiap kali dapet duit dari Toto, pasti gangster","accusing"
"gw yakin lu gangster, tiap dapet Toto duit lu tambah terus","accusing"
"lu pasti ketua gangster, sering banget dapet Invitation Card","accusing"
"pasti lu gangster, gak mungkin duit lu banyak banget","accusing"
"gw curiga lu deh, sering banget pake Fake News","accusing"
"anjir duit lu nambah terus, pasti ketua gangster","accusing"
"lu pasti gangster, dari mana duit lu banyak gitu?","accusing"
"gw yakin lu ketua gangster, sering banget dapet Invitation Card","accusing"
"lu pasti gangster abis sering dapet invitation card","accusing"
"anjir, duit gw ilang terus, pasti kamu deh gangsternya","accusing"
"kok duit kamu nambah terus, jangan-jangan ketua gangster","accusing"
"fix kamu gangster deh, sering banget ngilangin duit orang","accusing"
"gw curiga sama dia, duit yang dirampok ke dia terus","accusing"
"lu kok sering banget menang, pasti ketua gangster","accusing"
"si budi mainnya licik, pasti gangster","accusing"
"jangan-jangan dia yang gangster, duit gw terus berkurang","accusing"
"kenapa tiap kali main sama lu, duit gw abis lu gangster ya?","accusing"
"lu terlalu sering menang, fix ketua gangster","accusing"
"lu pake secret card buat apa? jangan-jangan lu gangster","accusing"
"kok bisa ya duit dia nambah terus, jangan-jangan gangster","accusing"
"lu jago banget mainnya, gw curiga lu ketua gangster","accusing"
"mainnya gak fair nih, pasti lu gangster","accusing"
"sering banget pake fake news, fix gangster","accusing"
"duh, dia sering dapet shield, pasti gangster","accusing"
"gw yakin dia gangster abis sering banget pake action card","accusing"
"kamu kok aktif banget pake invitation card, jangan-jangan gangster","accusing"
"duit gw ilang mulu, si rina pasti ketua gangsternya","accusing"
"gw gak percaya lu petani, pasti gangster","accusing"
"lu dapet secret card, gak mungkin netral, pasti gangster","accusing"
"kamu keliatan curang terus, pasti ketua gangster","accusing"
"lu ketua gangster ya? soalnya sering banget dapet uang","accusing"
"kok bisa lu terus yang dapet invitation card,gangster ya?","accusing"
"dia sering banget ngincer orang kaya, pasti gangster","accusing"
"gw yakin kamu gangster, sering banget pake fake news","accusing"
"lu kok tau role orang terus, pasti gangster","accusing"
"tanpa curiga langsung aja nuduh lu gangster","accusing"
"sering jadi polisi terus, jangan-jangan gangster yang nyamar","accusing"
"kamu gangsternya ya?","accusing"
"pasti kamu lah gangsternya","accusing"
"pasti lu ya gangsternya","accusing"
"si NPC ga sih gangsternya","accusing"
"ngaku aja, udah jelas kamu gangsternya","accusing"
"kamu banyak duit, pasti ketua gangster yang nyamar","accusing"
"ngaku aja deh lu gangster, duit gw sering ilang","accusing"
"kenapa tiba-tiba duit lu banyak,gangster ya?","accusing"
"kok bisa lu terus yang dapet shield,gangster kan?","accusing"
"curiga banget sama kamu, pasti gangster","accusing"
"kamu terlalu sering pake toto, pasti gangster","accusing"
"duit kamu tiba-tiba banyak, pasti ketua gangster","accusing"
"gw yakin lu gangster, soalnya sering pake secret card","accusing"
"sering banget ngerampok orang, pasti gangster","accusing"
"lu sering bener tebak role orang,gangster ya?","accusing"
"gw gak percaya kamu netral, pasti gangster","accusing"
"jangan sok netral deh, pasti gangster","accusing"
"kamu sering banget dapet invitation card,gangster kan?","accusing"
"gw yakin kamu gangster, sering banget pake shield","accusing"
"lu sering banget pake fake news, pasti gangster","accusing"
"lu dapet uang banyak, pasti ketua gangster","accusing"
"kamu sering banget menang, pasti gangster","accusing"
"sering banget dapet shield, pasti gangster","accusing"
"sering banget pake fake news, jangan-jangan gangster","accusing"
"anak baru tapi jago banget, jangan-jangan gangster","accusing"
"jangan fitnah gw cuy gw cuma petani miskin","defending"
"gw beneran ga punya duit banyak sumpah petani doang nih","defending"
"lu salah orang bro gw bukan gangster asli deh","defending"
"anjir gw pake shield tadi ga mungkin dirampok","defending"
"gue cuma pegawai biasa men ga bisa ngerampok","defending"
"eh jangan nuduh sembarangan gw ada shield kok","defending"
"parah lu cuy gw udah miskin jangan dituduh rampok","defending"
"lu liat sendiri kan gw cuma netral ga punya duit","defending"
"sumpah gw bukan gangster ngapain rampok","defending"
"gw cuma ngumpulin duit dari kartu toto serius","defending"
"ga logis bro gw udah pake shield mana bisa gw rampok","defending"
"gw beneran netral deh ga mungkin jadi gangster","defending"
"lu salah sangka gw ga ada kartu secret card kok","defending"
"gw udah pake shield ga usah takut ama gw","defending"
"makanya jangan nuduh sembarangan polisi kan jagain gw","defending"
"sumpah gw ga ada niat jahat, cuma netral biasa","defending"
"gw cuma fokus nabung dari kartu toto doang","defending"
"ga percaya lu cek aja role gw masih netral nih","defending"
"gw udah kasih tau gw miskin anjir ga ada duit","defending"
"gw beneran pake shield udah ga bisa nyentuh gw","defending"
"lu tanya deh sama yang lain gw ga pernah rampok","defending"
"kalem cuy gw cuma main aman pake kartu shield","defending"
"ga mungkin gw gangster ga pernah dapat invitation card","defending"
"lu asal nuduh gw beneran netral, ga ada salahnya","defending"
"liat dong gw cuma petani ga tau apa-apa","defending"
"gw yakin lu salah orang deh coba cek lagi","defending"
"ga ada urusan gw sama rampokan, gw pake shield","defending"
"percaya deh gw bukan gangster cuma cari aman","defending"
"gw udah pake shield banget ga mungkin dirampok","defending"
"jangan salah kira gw ga ada duit beneran","defending"
"yang nuduh gw gangster salah alamat nih","defending"
"gw udah miskin susah payah ngumpulin duit","defending"
"ga mungkin gw jahat lu bisa cek kartu gw","defending"
"gw cuma pengen main aman pake shield aja","defending"
"eh lu jangan suudzon gw cuma petani","defending"
"gw beneran ga tau apa-apa soal gangster","defending"
"sumpah deh gw cuma pake toto biar kaya","defending"
"lu udah liat kan gw netral ga bisa jahat","defending"
"gw udah pasang shield ga usah takut ama gw","defending"
"gw beneran ga ngerti soal gangster","defending"
"lu asal tuduh gw netral kok","defending"
"gw cuma cari aman pake shield dari awal","defending"
"beneran gw ga ngerti kenapa dituduh","defending"
"gw ga mungkin jadi gangster ga ada kartu itu","defending"
"kalo gw gangster kenapa duit gw dikit, cuy","defending"
"gw udah main aman pake shield sumpah","defending"
"lu bisa cek kok gw netral ga ada niat buruk","defending"
"gw udah pake shield masa bisa ngerampok","defending"
"gw cuma petani bro, ga ada duit buat dirampok","defending"
"sumpah gw netral, ga tau apa-apa soal gangster","defending"
"lu salah orang cuy, gw cuman penjual di game ini","defending"
"serius gw miskin, duit gw abis buat beli shield","defending"
"gw ga punya kartu mencurigakan, cuma pegang 'toto'","defending"
"lu nuduh gw gangster? fix lu salah besar","defending"
"anjir gw udah bilang gw netral, jangan nuduh sembarangan","defending"
"dari awal gw ga punya 'invitation card', ga mungkin jadi gangster","defending"
"kartu gw cuma 'shield', ga ada yang lain","defending"
"kalo lu rampok gw, cuma dapet receh doang cuy","defending"
"gw bukan gangster, sumpah demi apapun","defending"
"kita sama-sama netral bro, jangan saling nuduh","defending"
"gw udah kasih tau, duit gw dikit ga layak dirampok","defending"
"ga ada yang aneh di inventory gw, lu bisa cek","defending"
"kalo gw gangster, masa gw ga punya apa-apa?","defending"
"gw ga kenal sama gangster, jangan fitnah","defending"
"santuy cuy, gw ga ada niat jahat","defending"
"tidak usah khawatir, gw disini sebagai petani","defending"
"jangan curiga terus-terusan, gw beneran netral","defending"
"sejak awal main gw udah jadi petani, ga berubah","defending"
"polisi tolong jangan curiga ke gw, gw cuman pegawai","defending"
"dari semua kartu gw, ga ada satu pun yang mencurigakan","defending"
"gw udah bilang, gw ga bakal nge-gangster","defending"
"gw ga ada duit, jadi buat apa gw jadi gangster","defending"
"gw cuma pengen main aman, ga ada niat jahat","defending"
"lu salah tangkap, gw petani tulen","defending"
"ketua gangster bukan gw, lu salah orang","defending"
"gw ga punya apa-apa selain shield","defending"
"gw serius ga terlibat, lu bisa percayain gw","defending"
"gw ga punya invitation card, ga mungkin jadi ketua gangster","defending"
"masa gw jadi gangster, duit aja kadang habis","defending"
"gw udah bilang gw netral, ga ada niat jahat","defending"
"beneran deh, gw cuman penjual, ga lebih","defending"
"kartu gw cuma 'toto', ga ada yang bisa buat gangster","defending"
"salah nuduh, gw disini cuma sebagai pegawai","defending"
"gw netral dari awal main, masa lu ga percaya","defending"
"gw ga punya secret card, ga mungkin jadi gangster","defending"
"lu udah salah nuduh, gw ga ada hubungannya sama gangster","defending"
"gw cuman punya shield doang, ga ada yang lain","defending"
"sumpah, ga ada niat buat jadi gangster, gw netral","defending"
"kalo gw kaya, gw udah bayar polisi buat jagain","defending"
"lu bisa cek deh, ga ada kartu gangster di gw","defending"
"gw ga bakal nyerang, gw cuma bertahan","defending"
"gw ga kaya, ga ada guna gw jadi gangster","defending"
"jangan nuduh sembarangan, gw cuma penjual","defending"
"gw ga punya duit dari gangster, fix gw netral","defending"
"gw netral, beneran deh, ga ada yang bisa merubah itu","defending"
"gw nyantai aja soalnya emang netral, ga ada masalah","defending"
"gw ga suka drama, makanya netral dari awal","defending"
"gw baru dapet secret card loh","bluffing"
"tenang aja, gw punya shield jadi aman","bluffing"
"gw sih udah kaya dari awal, jadi gak takut gangster","bluffing"
"waduh duit gw abis nih, padahal baru beli toto kemarin","bluffing"
"eh, kalo gw sih udah jadi polisi dari awal","bluffing"
"fix gw dapet invitation card, siap-siap aja","bluffing"
"gw sepertinya bakal jadi Ketua Gangster nih, hati-hati","bluffing"
"selow cuy, gw punya fake news, bikin bingung mereka","bluffing"
"polisi jagain gw dong, gw kan orang penting","bluffing"
"uang gw udah ga bersisa, baru aja dipake buat beli shield","bluffing"
"santai aja, gw udah dapet shield","bluffing"
"gw punya secret card, jadi tau semua role deh","bluffing"
"fix gw jadi target gangster, tolong jagain dong","bluffing"
"gw sih kalo jadi gangster bakal rampok lu semua","bluffing"
"gw punya shield, jadi gak bakal kena rampok","bluffing"
"gw baru aja nyebar fake news, hati-hati aja","bluffing"
"tenang, uang gw aman kok, udah bayar polisi","bluffing"
"gw sih ngecek role lu pake secret card, hati-hati","bluffing"
"barusan dapet invitation card, jadi siap-siap ya","bluffing"
"gw dapet toto banyak nih, aman deh","bluffing"
"gw udah kaya banget, jadi gak takut miskin","bluffing"
"gw dapet fake news, jadi siap-siap aja","bluffing"
"eh, role gw polisi loh, jadi awas aja","bluffing"
"gw sih punya banyak uang, siap bayar buat polisi","bluffing"
"shield gw nyala, rampok aja kalo berani","bluffing"
"fix dapet secret card, sekarang tau semua role","bluffing"
"gw ngumpulin uang banyak buat bayar polisi","bluffing"
"waduh, gw punya invitation card nih, siap ya","bluffing"
"gw sih udah jadi orang kaya sebelum game mulai","bluffing"
"shield aktif, aman dari rampokan","bluffing"
"dapet fake news, bingungin mereka aja","bluffing"
"gw dikira miskin, padahal baru dapet toto","bluffing"
"gw jadi polisi deh, hati-hati","bluffing"
"gw punya duit banyak dari totokan","bluffing"
"tenang aja, gw punya shield buat jaga-jaga","bluffing"
"gw dapet invitation card, bakal jadi gangster","bluffing"
"gw sih gak takut dirampok, udah bayar polisi","bluffing"
"dengan secret card gw tau role semua orang","bluffing"
"gw udah kaya dari awal, gak perlu takut role lain","bluffing"
"baru dapet shield, jadi aman dari rampokan","bluffing"
"gw sih pura-pura miskin aja biar aman","bluffing"
"polisi udah jagain gw, tenang aja","bluffing"
"gw baru aja nyebar fake news, siap-siap aja","bluffing"
"dapet toto banyak, aman dari miskin","bluffing"
"gw abis cek role pake secret card, awas aja","bluffing"
"gw sih udah bayar polisi, gak takut dirampok","bluffing"
"gw punya invitation card, hati-hati aja","bluffing"
"tenang, gw punya shield jadi gak usah takut","bluffing"
"gw sih santai aja, soalnya udah pake shield","bluffing"
"serius deh, duit gw tinggal dikit banget","bluffing"
"gue lagi diintip secret card tadi, padahal gue polisi","bluffing"
"nggak usah repot deh, gw udah bayar polisi buat jaga","bluffing"
"gw sih aman, abis dapet invitation card kemaren","bluffing"
"jangan serang gw, shield udah aktif nih!","bluffing"
"sumpah, baru aja gue dapet Toto, udah kaya lagi","bluffing"
"kalian siap-siap aja, gue udah tau role kalian semua","bluffing"
"wah, totoku double kemaren, udah banyak duit nih","bluffing"
"gw baru aja dapet shield, jadi aman deh","bluffing"
"kemarin gw dapet secret card, tau role lu deh","bluffing"
"ngapain juga gangster narik gw, duit gw udah abis","bluffing"
"gw udah tau siapa gangster-nya, gw liat dari secret card","bluffing"
"serius, gw baru aja dapet duit dari Toto","bluffing"
"nggak bakal bisa di-rampok, shield gw nyala","bluffing"
"abis diintip secret card, tau deh gw siapa yang kaya","bluffing"
"gw sih udah aman, abis bayar polisi buat jaga","bluffing"
"wah, lu jangan main-main deh, gw polisi sebenernya","bluffing"
"duit gw abis ludes, nggak usah khawatir","bluffing"
"gw tau lu gangster, tapi gw udah siap shield","bluffing"
"kalo diintip secret card, lu pasti tau gw polisi","bluffing"
"gw abis kena fake news, padahal role gw polisi","bluffing"
"giliran gw dapet Toto, langsung dapet duit banyak cuy","bluffing"
"gw nggak takut sama gangster, soalnya gw polisi","bluffing"
"gw baru dapet invitation card, jadi ketua gangster nih!","bluffing"
"shield gw masih aktif, jadi silakan coba aja","bluffing"
"role asli gw sebenernya polisi, gw tau siapa gangster-nya","bluffing"
"duit gw udah abis, jadi jangan targetin gw","bluffing"
"gw udah jaga-jaga pake shield, jadi tenang aja","bluffing"
"serius deh, gw baru dapet Toto, kaya mendadak","bluffing"
"gw udah bayar polisi buat jaga, aman lah gw","bluffing"
"pura-pura miskin aja, padahal duit banyak dari Toto","bluffing"
"gw udah ngintip semua role pake secret card","bluffing"
"shield gw udah aktif, jadi gangster nggak bakal berani","bluffing"
"abis diintip secret card, gw tau semua role kalian","bluffing"
"gw udah tau siapa gangster-nya, thanks to secret card","bluffing"
"duit Toto gw udah banyak, jadi nggak takut dirampok","bluffing"
"shield gw udah nyala, jadi nggak bisa diapa-apain","bluffing"
"gw pura-pura jadi polisi, jadi jangan serang gw","bluffing"
"abis dapet Toto, duit gw udah numpuk","bluffing"
"gw tau role lu, gw polisi sebenernya","bluffing"
"shield gw aktif, jadi gangster nggak bisa rampok","bluffing"
"gw sih udah tau semua, berkat secret card","bluffing"
"duit gw tipis banget, jangan target gw","bluffing"
"gw abis dapet invitation card, jadi gangster deh","bluffing"
"gw tau semua role, padahal role gw polisi","bluffing"
"shield gw udah aktif, jadi lu nggak bisa nyerang","bluffing"
"gw udah bayar polisi, jadi aman dari rampok","bluffing"
"siapa yang pegang invitation card ya?","probing"
"tadi malem ada yang dirampok siapa?","probing"
"eh lu tau gak siapa yang berubah jadi gangster?","probing"
"gue curiga yang dapat invitation card siapa ya?","probing"
"ada yang tau gak siapa yang kaya abis dari toto card?","probing"
"lu denger-denger siapa yang jadi ketua gangster?","probing"
"eh bro, semalem ada yang diintip pake secret card?","probing"
"anjir, gue penasaran ada yang kena fake news gak ya?","probing"
"eh cuy, siapa yang dapet shield card semalam?","probing"
"lu udah cek belum siapa yang diserang sama gangster?","probing"
"eh, lu tau gak siapa yang bayar polisi buat jaga semalam?","probing"
"pagi ini ada yang sempat ngobrol sama polisi?","probing"
"siapa yang lagi kaya banget di game ini sekarang?","probing"
"ada kabar baru siapa yang di-backup sama polisi?","probing"
"eh, siapa yang dapet kartu action kemarin ya?","probing"
"ada yang liat gerak-gerik aneh dari pemain lain gak?","probing"
"lu udah nebak belum siapa yang jadi gangster?","probing"
"ada yang curiga siapa pegang duit paling gede?","probing"
"siapa yang semalem dapet banyak duit dari toto?","probing"
"eh, lu denger siapa yang dibekuin polisi semalam?","probing"
"gw pengen tau siapa yang kemarin diintip pake secret card","probing"
"lu ada bocoran gak siapa yang jadi gangster?","probing"
"ada yang tau gak siapa yang nyebar fake news?","probing"
"eh, siapa yang mau dirampok semalem?","probing"
"lu rasa siapa yang bakalan jadi target rampokan selanjutnya?","probing"
"eh bro, ada yang dapet invitation card semalem gak?","probing"
"siapa yang sekaya itu sampe bisa bayar polisi?","probing"
"ada yang sempat ngobrolin soal shield card gak tadi?","probing"
"eh cuy, ada yang cerita soal role mereka gak?","probing"
"lu tau gak siapa aja yang dapat action card?","probing"
"gimana cara tau siapa yang jadi ketua gangster ya?","probing"
"lu lihat gak siapa yang main aman pake shield card?","probing"
"ada yang nebak siapa di balik fake news kemarin?","probing"
"ada yang tahu siapa yang berubah role kemarin?","probing"
"eh, siapa yang rajin nyari info pake secret card?","probing"
"gimana kabar polisi, ada yang bayar dia gak tadi?","probing"
"lu merasa ada yang aneh sama gerakan pemain lain gak?","probing"
"siapa yang mungkin jadi target gangster selanjutnya?","probing"
"ada ide siapa yang paling kaya di game ini sekarang?","probing"
"eh, siapa yang semalam dapet duit dari toto card?","probing"
"lu curiga gak siapa yang bakal dirampok selanjutnya?","probing"
"ada yang bisik-bisik soal siapa yang jadi gangster?","probing"
"eh, ada yang update soal role baru dari invitation card?","probing"
"lu denger siapa yang dapet duit dari action card gak?","probing"
"ada yang ngobrol sama polisi soal target rampokan gak?","probing"
"lu yakin siapa yang dapet shield card minggu ini?","probing"
"ada yang pernah lihat siapa yang punya secret card?","probing"
"eh, ada yang tau siapa yang jadi pusat perhatian gangster?","probing"
"lu ada info terbaru siapa yang jadi ketua gangster?","probing"
"lagi ada yang dapet invitation card gak sih?","probing"
"kok uang lu naik terus, dapet kartu toto ya?","probing"
"kemarin siapa yang di-freeze, ada yang tau?","probing"
"gw curiga sama si A, dia kayaknya gangster deh","probing"
"lu ada info siapa yang kena rampok semalam?","probing"
"eh, si B dapet uang dari mana ya, ada yang notice gak?","probing"
"ada yang tau gak siapa yang jadi ketua gangster?","probing"
"aduh siapa ya yang punya secret card, gw penasaran","probing"
"lu udah make shield belum, takut dirampok cuy","probing"
"kok tiba-tiba ada rumor aneh, siapa nyebarin fake news nih?","probing"
"siapa yang udah make kartu secret card semalam?","probing"
"eh cuy, beneran si C gangster?","probing"
"ada yang di-invite jadi gangster kemarin malam gak?","probing"
"ada yang tau gak si D semalam ngapain aja?","probing"
"siapa yang ngambil duit banyak semalam?","probing"
"lu kemarin abis dapet kartu apa?","probing"
"ada yang notice pergerakan aneh gak semalam?","probing"
"kok harta si E banyak banget, fix dia gangster nih?","probing"
"ada info gak siapa yang main fake news","probing"
"lu dapet kartu action apa tadi?","probing"
"semalam ada yang lihat siapa yang pakai shield?","probing"
"kemarin polisi salah tangkap gak sih?","probing"
"siapa yang bayar polisi buat jagain hartanya?","probing"
"ada yang pegang invitation card baru gak?","probing"
"lu semalam bisa intip role siapa?","probing"
"si F dapet shield dari mana ya?","probing"
"kenapa harta lu aman terus, ada yang jagain ya?","probing"
"ada yang kena rampok semalam?","probing"
"lu udah nyoba nyari siapa gangster-nya?","probing"
"ada yang tahu siapa yang jadi ketua gangster terbaru?","probing"
"sempat denger gak siapa yang nyebar fake news?","probing"
"ada yang tahu gak si G pegang secret card?","probing"
"lu udah make invitation card belum?","probing"
"eh, harta si H aman-aman aja, ada yang tahu kenapa?","probing"
"lu tahu siapa yang merampok semalam?","probing"
"siapa yang katanya jadi target polisi semalam?","probing"
"ada yang notice duit si I nambah banyak tiba-tiba?","probing"
"lu udah ada rencana untuk make kartu apa belum?","probing"
"si J dapet invitation card ya?","probing"
"ada yang curiga sama si K gak?","probing"
"lu udah lihat role siapa aja pake secret card?","probing"
"si L semalam di-freeze ya, kenapa?","probing"
"ada yang bisa jelasin kenapa duit si M banyak banget?","probing"
"lu dapet kartu action apa hari ini?","probing"
"ada yang tahu siapa yang bisa nyebar rumor dengan fake news?","probing"
"kok tiba-tiba ada update role, siapa yang berubah?","probing"
"siapa yang baru aja make shield?","probing"
"lu semalam sempat denger ada yang kena rampok?","probing"
"gw kena fake news mulu anjir","neutral"
"eh cuy lu udah dapet invitation card belum?","neutral"
"mainnya pelan-pelan aja cuy biar ga ketahuan polisi","neutral"
"kok gw dapet kartu toto terus sih","neutral"
"lu lama banget turn-nya, cepat dikit dong","neutral"
"seru banget ya kalo dapet role gangster","neutral"
"gw jadi petani mulu, kapan jadi gangster nih","neutral"
"anjir polisi tebakannya selalu bener","neutral"
"ayo dong cepet mainnya, gw udah nunggu dari tadi","neutral"
"eh lu ada action card lebih ga?","neutral"
"gangster nge-rampok gw, fix curang nih","neutral"
"ah gw bosen jadi pegawai","neutral"
"kita butuh strategi biar gangster ga menang","neutral"
"dapet invitation card itu susah banget","neutral"
"gw harus dapetin shield card biar aman","neutral"
"kok gw kena rampok mulu sih","neutral"
"eh ada yang mau tukeran card sama gw?","neutral"
"kapan ya gw dapet role keren","neutral"
"sumpah gw selalu gagal nebak role orang","neutral"
"lu punya shield card ga? pinjem dong","neutral"
"game ini bikin gw penasaran banget","neutral"
"gw kalo jadi gangster langsung menang deh","neutral"
"lu kayaknya hoki banget dapet kartu bagus terus","neutral"
"ah susah banget dapetin duit","neutral"
"gw pengen jadi ketua gangster sekali aja","neutral"
"kalo jadi polisi harus pinter baca strategi","neutral"
"eh gw dapet secret card, mau tebak siapa dulu ya","neutral"
"seriusan lu dapet invitation card?","neutral"
"ayo buruan main, gw udah siap nih","neutral"
"nggak sabar deh nunggu turn gw","neutral"
"gw kena rampok padahal udah bayar polisi","neutral"
"eh cuy, siapa tau role asli lu apa?","neutral"
"jadi petani enak sih, santai aja","neutral"
"anjir susah banget jadi polisi","neutral"
"eh buruan main dong, gw udah ngantuk nih","neutral"
"perasaan gw dapet kartu jelek mulu","neutral"
"kalo jadi polisi harus waspada banget sih","neutral"
"gw pengen banget jadi ketua gangster","neutral"
"dapet uang dari kartu Toto tuh berasa kaya mendadak","neutral"
"cepetan deh, lama banget giliran lu","neutral"
"game ini bikin gw deg-degan terus","neutral"
"gw harus dapetin shield biar aman","neutral"
"lu ada invitation card ga? bagi dong","neutral"
"kok gw ga pernah beruntung dapet kartu bagus ya","neutral"
"polisi curiga sama gw terus","neutral"
"ayo buruan, kita harus kalahin gangster","neutral"
"kenapa gw selalu dapet role netral sih","neutral"
"eh lu beneran dapet secret card?","neutral"
"gw dapet kartu secret nih, kira-kira siapa ya?","neutral"
"fix role gw cuma petani mulu","neutral"
"anjir kok gw kena rampok terus sih!","neutral"
"cepetan ambil turn lu dulu","neutral"
"gw bosen banget jadi netral mulu","neutral"
"kapan gw jadi gangster sih, biar seru!","neutral"
"susah bener ya dapet kartu invitation","neutral"
"jadi polisi tuh enak, bisa tebak-tebak orang","neutral"
"gw dapet fake news, mau nyebar ke siapa ya?","neutral"
"ayo cuy cepetan giliran lu","neutral"
"lu dapet kartu apa tadi?","neutral"
"gw nungguin giliran dah lama nih","neutral"
"ngarepin jadi ketua gangster biar kaya","neutral"
"aduh kena rampok lagi, sial bener","neutral"
"lu udah dapet kartu action apa aja?","neutral"
"gw butuh duit toto biar aman","neutral"
"cepet lah giliran lu lama banget","neutral"
"pengen banget jadi polisi, seru kayaknya","neutral"
"role netral tuh ngebosenin gak sih?","neutral"
"kenapa gw gak jadi gangster aja dari awal","neutral"
"gw mau intip role orang pake secret card","neutral"
"gak sabar nunggu ada yang jadi gangster","neutral"
"giliran lu kapan sih? lama amat","neutral"
"gw dapet shield, aman dari rampok nih","neutral"
"anjay duit gw abis kena rampok mulu","neutral"
"kenapa gw gak pernah dapet invitation card","neutral"
"gw stuck jadi pegawai terus","neutral"
"kapan dapet kartu toto sih?","neutral"
"bete banget jadi petani terus","neutral"
"ayolah giliran lu sekarang","neutral"
"dapet fake news, siap-siap bikin heboh","neutral"
"gw mau beli perlindungan dari polisi ah","neutral"
"cepet dong lanjut turn lu","neutral"
"kenapa polisi gak jagain gw sih?","neutral"
"gw udah bosen dari tadi nunggu giliran","neutral"
"ngarep banget jadi ketua gangster","neutral"
"giliran lu kapan? gw udah siap","neutral"
"kapan sih gilirannya ganti?","neutral"
"lama bener nunggu giliran orang","neutral"
"seru kali ya kalo jadi ketua gangster","neutral"
"gw nyari kartu shield biar aman","neutral"
"kenapa gw gak pernah jadi polisi?","neutral"
"udah lah cuy ambil turn lu","neutral"
"masih netral aja, kapan jadi gangster?","neutral"
"lu dapet uang dari toto berapa?","neutral"
"gw mau coba kartu fake news nih","neutral"
"nunggu giliran tuh bener-bener bikin ngantuk","neutral"
"kapan bisa dapet kartu invitation ya?","neutral"
"gw bukan gangster, coba liat si dia di pojok itu curiga banget deh","deflecting"
"anjir jangan nuduh gw cuy, itu pasti kerjaannya dia","deflecting"
"fix salah lu nuduh gw, coba cek aja si mamang itu deh","deflecting"
"jangan-jangan kamu yang gangster, bukan aku","deflecting"
"gw mah petani biasa, coba tanya si dia yang sering dapet Invitation Card","deflecting"
"lu asal nuduh aja, padahal dia dari tadi diem-diem aja","deflecting"
"kok lu tuduh gw sih, mending cek dia yang dari tadi curi-curi pandang","deflecting"
"bukan gw sumpah, coba intip role si dia deh","deflecting"
"lah gw ga dapet Invitation Card cuy, bisa jadi dia tuh","deflecting"
"kamu nuduh yang ga bener, gw mah damai-damai aja, coba cek dia","deflecting"
"bukan gw bro, mungkin si dia yang curi start","deflecting"
"ngapain nuduh gw sih, lu ga liat tuh dia mencurigakan banget","deflecting"
"serius deh, gw bukan gangster, coba tanyain dia aja","deflecting"
"lu bisa intip role gw kalo ga percaya, mending curiga ke dia","deflecting"
"please deh, gw ga ada urusan, dia yang lebih mencurigakan","deflecting"
"gw mah cuma petani, coba cek aja yang lain","deflecting"
"lu salah orang, dia itu yang sering dapet Secret Card","deflecting"
"seriusan ini bukan kerjaan gw, mending tanya dia","deflecting"
"gw ga punya motif cuy, coba perhatiin dia deh","deflecting"
