teks_chat,label_intent
lu salah baca situasi gw memang pasif tapi bukan berarti Hitman,defending
kalau kalian eksekusi gw sekarang tim bakal kehilangan warga yang tidak bersalah,defending
semalam aku tidak melakukan Peek karena skill Stalker masih cooldown,defending
gw bukan orang yang nyuruh vote terburu-buru justru dari tadi minta bukti,defending
bukan aku yang membungkam chat dia gw nggak punya skill Gag Order,defending
kalian perlu ingat semua aksi malam dilakukan buta jadi jangan asal simpulkan,defending
aku sudah menjelaskan peranku dan tidak ada alasan untuk menyembunyikannya,defending
sumpah gw nggak nyandera siapa pun target korban bukan ulah gw,defending
yang benar-benar mencurigakan itu pemain yang terus memelintir ucapan gw,defending
aku tidak bersalah dan siap menjawab pertanyaan satu per satu,defending
jangan jadikan gaya ngomongku sebagai bukti bahwa aku Hitman,defending
gw tadi kena Gag Order jadi wajar kalau penjelasan gw sempat kepotong,defending
kalau mau vote aku kasih alasan yang jelas jangan cuma ikut suara mayoritas,defending
aku sudah membantu menemukan pola pelaku jadi aneh kalau sekarang malah dituduh,defending
bukan gue yang menyerang target itu buktinya peranku tidak punya kemampuan ofensif,defending
gw tetap di pihak warga dan nggak akan buang vote buat orang yang belum terbukti,defending
sumpah gw civilian biasa bukan hitman,bluffing
aku spy dan semalam udah guard dia jadi jangan vote aku,bluffing
gw stalker bro tadi malam udah peek satu orang tapi belum mau buka,bluffing
fix gw bukan hitman role gw cuma civilian,bluffing
jangan nuduh gw ya aku spy yang lagi jagain tim,bluffing
semalam gw intip si Raka dan dia keliatan aman kok,bluffing
gw stalker asli jangan asal eksekusi,bluffing
aku civilian polos dari awal cuma ikut diskusi,bluffing
bukan gw pelakunya sumpah role gw spy,bluffing
lu salah besar kalau vote gw karena gw punya info dari peek,bluffing
gw udah guard target penting semalam jadi hitman gagal nyerang,bluffing
dia yang mencurigakan bukan gw karena gw stalker,bluffing
aku hitman? ngaco role gw civilian biasa,bluffing
gw spy dan bisa jamin target semalam selamat karena gw kawal,bluffing
jangan percaya tuduhan itu gw cuma warga biasa,bluffing
semalam gw peek dia dan hasilnya bukan hitman,bluffing
role gw stalker tapi cooldown masih jalan jadi belum bisa cek lagi,bluffing
gw bukan sus ya aku spy yang lagi bantu tim,bluffing
kalian jangan salah vote gw karena gw udah baca satu role tadi malam,bluffing
aku civilian dan dari tadi cuma nyari siapa yang paling mencurigakan,bluffing
fix yang nuduh gw itu hitman karena mau ngalihin perhatian,bluffing
gw guard si Dimas semalam jadi kalau ada serangan pasti gagal,bluffing
sumpah role gw stalker bukan hitman,bluffing
aku udah peek si Bima hasilnya dia aman tapi jangan sebut role lengkap dulu,bluffing
gw warga biasa dan gak punya skill malam sama sekali,bluffing
kalau gw hitman harusnya dari tadi gag order orang dong,bluffing
aku spy asli dan gak bisa guard orang yang sama dua malam berturut-turut,bluffing
gw stalker jadi info gw valid jangan langsung ngegas,bluffing
bukan aku yang nyandera korban semalam karena gw civilian,bluffing
dia ngaku spy tapi gw yang sebenarnya punya skill guard,bluffing
gw punya hasil peek yang bikin dia sus tapi belum waktunya dibuka,bluffing
aku cuma civilian jangan bikin tribunal salah sasaran,bluffing
role gw spy dan target yang gw kawal tadi malam masih hidup,bluffing
gw stalker bro percaya sama info gw kali ini,bluffing
hitman pasti lagi nyamar jadi civilian dan itu jelas bukan gw,bluffing
aku udah cek satu pemain lewat peek dan dia bukan ancaman,bluffing
gw bukan pelaku karena semalam fokus guard orang yang dicurigai,bluffing
jangan vote aku dulu gw masih bisa bantu dari sisi spy,bluffing
aku civilian tapi feeling gw si Ardi lagi bluffing parah,bluffing
gw stalker dan siap buka hasil intipan kalau kalian gak eksekusi gw,bluffing
yang bener aja masa gw dituduh hitman padahal gw spy,bluffing
semalam gw guard si Naya jadi hitman gak mungkin berhasil nyandera dia,bluffing
aku bukan hitman sumpah dari awal role gw warga biasa,bluffing
gw punya info malam sebagai stalker dan si Reno keliatan mencurigakan,bluffing
kalau kalian percaya gw spy jangan vote orang yang gw kawal,bluffing
aku cuma civilian yang kebetulan paling aktif baca chat,bluffing
gw udah peek seseorang tapi hasilnya aman dan itu bukan gw sendiri,bluffing
role gw jelas stalker bukan jahat jadi jangan asal lempar tuduhan,bluffing
hitman lagi pura pura jadi spy dan menurut gw dia itu si Joko,bluffing
aku spy asli kalau targetku diserang harusnya ada yang selamat malam ini,bluffing
gw gak punya alasan buat bohong karena gw civilian biasa,bluffing
gw civilian biasa kok jangan asal vote,bluffing
sumpah aku Spy dan semalam udah guard dia,bluffing
gw Stalker asli semalem peek si Raka hasilnya aman,bluffing
bukan Hitman ya guys gw cuma warga biasa,bluffing
aku udah cek role orang semalam dan dia bukan Civilian,bluffing
kalau gw Hitman ngapain dari awal bantu diskusi,bluffing
fix gw Spy target guard gw diserang tapi selamat,bluffing
gw Stalker cooldown jadi belum bisa peek lagi ronde ini,bluffing
jangan vote aku karena role gw penting buat tim,bluffing
sumpah lu salah nuduh gw bukan Hitman,bluffing
aku Civilian dan dari tadi cuma baca pola voting,bluffing
gw ngaku Spy semalam gw lindungin si Dimas,bluffing
si Bimo mencurigakan banget padahal gw Stalker dan udah peek dia,bluffing
bukan gw yang hostage semalem gw role pelindung,bluffing
gw punya info dari Peek tapi belum bisa buka semuanya,bluffing
kalau mau menang jangan eksekusi gw karena gw Spy,bluffing
aku bukan jahat guys roleku Stalker,bluffing
gw udah guard target yang benar jadi Hitman gagal nyulik dia,bluffing
yang nuduh gw itu kayaknya lagi nutupin role aslinya,bluffing
santai gw Civilian bukan dalang di balik semua ini,bluffing
semalem gw Peek dan hasilnya si Naya bukan Hitman,bluffing
gw Spy tapi belum mau sebut target guard biar gak dibaca Hitman,bluffing
jangan percaya dia gw Stalker dan punya hasil cek,bluffing
aku cuma warga biasa kenapa malah diserang terus,bluffing
fix bukan gw pelakunya semalem gw lagi jaga orang,bluffing
gw bisa buktiin kalau role gw Stalker dari info ronde lalu,bluffing
sumpah gw gak punya skill serang gw cuma Civilian,bluffing
siapa pun yang vote gw bakal bikin tim kehilangan Spy,bluffing
gw udah bilang dari tadi gw Stalker bukan Hitman,bluffing
target guard gw selamat jadi jelas gw Spy,bluffing
aku Peek si Reno dan dia kelihatan mencurigakan banget,bluffing
jangan termakan fitnah Gag Order gw gak bisa ngomong tadi,bluffing
gw kena bungkam mendadak karena Hitman takut role gw kebongkar,bluffing
bukan aku yang nyulik orang gw gak punya skill malam,bluffing
gw Civilian tapi analisis gw lebih masuk akal dari tuduhan kalian,bluffing
semalem aku guard si Tio jadi jangan vote dia dulu,bluffing
gw Stalker cooldown satu ronde jadi belum ada info baru,bluffing
kalau gw Hitman harusnya gw gak akan sejelas ini bela diri,bluffing
aku Spy dan bisa jadi targetku yang diserang semalam,bluffing
dia ngaku Civilian terlalu cepat fix patut dicurigai,bluffing
gw udah Peek dia hasilnya aman tapi geraknya masih aneh,bluffing
sumpah role gw bukan Hitman tolong jangan buang vote,bluffing
aku warga biasa yang penting jangan salah eksekusi orang,bluffing
gw guard dia semalam jadi kalau ada serangan berarti gw benar Spy,bluffing
jangan percaya klaim Stalker itu gw yang punya info Peek,bluffing
gw tahu siapa yang mencurigakan karena semalam berhasil intip,bluffing
Hitman pasti lagi nyari kambing hitam dan sekarang nuduh gw,bluffing
aku bukan pelaku hostagenya gw bahkan gak punya aksi jahat,bluffing
gw Spy asli dan role ini jangan sampai diketahui musuh,bluffing
kalau kalian eksekusi gw tim bakal kehilangan pelindung utama,bluffing
gw Civilian murni dan gak punya alasan buat bohong,bluffing
siapa yang lu jaga semalem sebagai Spy,probing
Spy semalem ngeguard siapa nih,probing
ada yang bisa kasih clue target yang dilindungi tadi malam,probing
lu jaga siapa semalem kalau emang Spy,probing
target yang lu kawal tadi malam siapa,probing
siapa yang menurut lu diserang Hitman semalem,probing
Spy jangan diem aja kasih info dong,probing
ada yang selamat dari serangan semalem gak,probing
semalem ada yang lu lindungin gak,probing
kalau lu Spy target guard lu siapa tadi malam,probing
siapa yang kelihatan aman setelah fase malam,probing
ada yang tahu siapa kemungkinan jadi target Hitman,probing
Stalker sudah peek siapa aja sampai sekarang,probing
lu semalem ngintip siapa dan hasilnya apa,probing
siapa yang udah dikonfirmasi role-nya sama Stalker,probing
Stalker jangan simpan info terus kita butuh petunjuk,probing
peek terakhir lu ke siapa,probing
ada yang bisa buktiin identitas pemain lain gak,probing
lu dapat role apa dari hasil peek semalem,probing
siapa yang lu curigai berdasarkan info malam,probing
yang di-guard semalem ada yang ngerasa diserang gak,probing
kalau ada serangan gagal targetnya siapa kira-kira,probing
siapa yang paling mungkin jadi sasaran Hitman tadi malam,probing
ada yang merasa dilindungi semalem atau cuma asumsi,probing
Spy bisa jelasin alasan ngeguard target itu gak,probing
kenapa lu pilih orang itu buat dijaga,probing
target guard lu ada hubungannya sama kejadian malam gak,probing
siapa yang menurut kalian punya info rahasia tapi belum buka suara,probing
lu diam karena kena Gag Order atau emang lagi nyimak,probing
siapa yang tadi kena Gag Order dan sebelum itu ngomong apa,probing
Hitman pakai Gag Order ke siapa tadi siang,probing
ada yang sempat dibungkam mendadak gak,probing
sebelum dibungkam lu lagi bahas siapa,probing
siapa yang paling diuntungkan dari Gag Order barusan,probing
lu punya info malam tapi takut spill ya,probing
ayo buka info role kalian pelan-pelan biar kelihatan polanya,probing
siapa yang bisa memastikan alibi malamnya,probing
semalem lu ngapain aja sesuai role lu,probing
ada yang targetnya berubah atau gagal melakukan aksi,probing
siapa yang belum pernah ditanya soal aksi malamnya,probing
lu ngepeek siapa atau memang bukan Stalker,probing
kalau kamu Spy siapa yang kamu kawal tadi malam,probing
apakah ada warga yang terasa aman karena dijaga,probing
siapa yang kalian lihat paling mencurigakan setelah malam berakhir,probing
ada info dari malam tadi yang belum dibagikan,probing
target aksi kalian semalam siapa tanpa perlu buka role dulu,probing
siapa yang punya alasan kuat untuk menyerang pemain tertentu,probing
apakah Hitman sudah memilih korban atau serangannya gagal,probing
yang kena hostage semalem ada yang mau cerita gak,probing
siapa yang terakhir berinteraksi dengan target sebelum malam,probing
gw mau tahu siapa yang lu lindungi semalem dan kenapa,probing
semalam siapa yang dijaga Spy? coba jujur,probing
Spy tadi malam nge-guard siapa? kasih clue dikit,probing
yang punya info malam pertama bisa buka suara nggak?,probing
siapa yang kalian lindungi semalam? jangan pada ngeles,probing
ada yang tahu target serangan Hitman tadi malam?,probing
Spy kalau masih hidup mending kasih petunjuk target guard,probing
Stalker sudah peek siapa malam ini?,probing
yang sempat mengintip identitas orang lain siapa?,probing
Stalker tolong bilang hasil peek lu biar kita nggak salah vote,probing
lu peek siapa semalam? jangan cuma diam,probing
ada yang di-guard tadi malam? merasa diserang nggak?,probing
siapa yang tiba-tiba selamat dari serangan Hitman?,probing
kalau ada yang gagal dibunuh semalam coba ngaku,probing
Spy guard orang yang sama lagi atau ganti target?,probing
target guard malam pertama siapa? ini penting buat baca pola,probing
Hitman semalam nyandera siapa? atau belum ada korban?,probing
ada yang merasa jadi target hostage tadi malam?,probing
siapa yang paling mungkin diserang berdasarkan aksi malam?,probing
"kita butuh info night action kalian satu-satu, mulai dari Spy",probing
yang punya role info jangan disimpan sendiri terus,probing
Stalker cooldown-nya sudah selesai belum? kalau sudah peek siapa?,probing
lu bilang punya info tapi targetnya siapa sebenarnya?,probing
siapa yang lu cek identitasnya semalam?,probing
kalau kamu Spy siapa yang kamu kawal tadi malam?,probing
ada alasan kenapa target guard kamu dipilih?,probing
kenapa lu yakin orang itu aman? ada hasil peek atau cuma feeling?,probing
siapa yang bisa memastikan si B bukan Hitman?,probing
ada yang melihat pola target Hitman dari malam sebelumnya?,probing
kalau Spy masih hidup kasih inisial target guard aja dulu,probing
Stalker jangan spill setengah-setengah deh peek lu ke siapa?,probing
siapa yang paling mencurigakan setelah aksi malam tadi?,probing
ada yang dapat perlindungan semalam? jawab jujur ya,probing
siapa yang tidak boleh di-guard lagi karena sudah dijaga kemarin?,probing
Spy kamu guard siapa di malam sebelumnya? jangan target yang sama lagi,probing
bisa jelasin kenapa kamu memilih orang itu buat dikawal?,probing
Hitman biasanya pilih target tertentu nggak? siapa yang paling diincar?,probing
yang kena Gag Order tadi sempat ngomong apa sebelum dibungkam?,probing
siapa yang menurut kalian punya informasi tapi sengaja menutup diri?,probing
kalau kamu Stalker kenapa belum kasih hasil peek?,probing
siapa yang identitasnya sudah kamu pastikan aman?,probing
ada yang tahu siapa target asli Hitman malam ini?,probing
jangan cuma nuduh dari vibe kasih tahu info malam kalian,probing
siapa yang kalian curigai karena gerakannya cocok dengan role Hitman?,probing
target guard dan target peek malam tadi siapa aja?,probing
kalau ada yang mengaku Spy bukti informasinya apa?,probing
kamu dapat info itu dari Peek atau cuma asumsi?,probing
siapa yang paling diuntungkan dari korban malam tadi?,probing
ada yang bisa cerita urutan aksi malam tanpa buka role langsung?,probing
siapa yang tadi malam kelihatan jadi sasaran tapi malah selamat?,probing
gw mau gali info dulu siapa yang punya aksi malam dan targetnya siapa,probing
sebelum voting siapa yang punya rahasia soal kejadian malam tadi?,probing
gw bukan hitman bro malah si Raka yang dari tadi ngarahin vote ke gw,deflecting
lu nuduh gw terus padahal yang paling mencurigakan si Dito karena diem aja,deflecting
jangan fokus ke gw dulu coba cek kenapa si Naya ganti-ganti alibi,deflecting
sumpah gw civilian biasa yang aneh itu justru si Bimo,deflecting
kalau gw hitman ngapain gw buka suara dari awal mending lihat si Sari yang pasif,deflecting
tuduhan lu ngawur banget si Fajar malah tiba-tiba ikut vote tanpa alasan,deflecting
gw gak ada skill aneh-aneh bro yang perlu dicurigai itu si Tio,deflecting
lu cuma lempar tuduhan biar perhatian pindah dari diri lu sendiri,deflecting
jangan asal vote gw lihat dulu siapa yang paling diuntungkan dari kematian semalam,deflecting
si Kiki lebih mencurigakan karena selalu ikut suara mayoritas,deflecting
gw bukan target yang tepat coba tanya si Rian kenapa dia terus bela si Vina,deflecting
kalau mau cari hitman jangan cuma dengerin omongan si Joko,deflecting
lu nuduh gw tanpa bukti padahal si Wawan dari tadi maksa banget,deflecting
yang gag order tadi malah bikin si Lala makin mencurigakan bukan gw,deflecting
gw cuma beda pendapat bukan berarti hitman si Oki justru ngeles terus,deflecting
fix yang panik itu si Nando bukan gw,deflecting
jangan keburu eksekusi gw mending perhatiin voting si Reta dari ronde kemarin,deflecting
gw gak ngerti kenapa gw terus diserang padahal si Ucup gak pernah kasih info,deflecting
siapa yang pertama nuduh gw coba cek dia sendiri jangan-jangan hitman,deflecting
