teks_chat,label_intent
Aku mencurigai Nanda karena penjelasannya rapi di permukaan tetapi urutan faktanya tidak konsisten,accusing
Gag Order tadi bukan bukti tunggal namun jika digabung dengan alibi palsu si Oskar tuduhannya makin kuat,accusing
Si Panca terlalu tenang saat rekannya dituduh respons itu bisa jadi tanda dia tahu arah permainan,accusing
Tidak wajar dia langsung punya target sebelum diskusi dimulai jadi Rio patut dicurigai sebagai Hitman,accusing
Dari pola voting Siska selalu memilih pemain yang sedang lemah itu terlihat seperti strategi Hitman,accusing
Aku menuduh Tono bukan karena dia pendiam melainkan karena dia menghindari pertanyaan yang spesifik,accusing
Si Uli memanfaatkan chat yang terkunci untuk membangun cerita sepihak setelah pagi tiba sus,accusing
Dia baru membela diri setelah Gag Order berakhir padahal sebelumnya aktif menyerang sikap si Vero tidak konsisten,accusing
Bukti paling kuat saat ini adalah alibi Wira yang berubah dua kali tanpa alasan jelas,accusing
Menurutku Zaki sedang mengarahkan kita ke target aman supaya Hitman sebenarnya lolos dari Tribunal,accusing
Gw belum punya kepastian tetapi kombinasi timing vote dan tuduhan kosong membuat si Aldi paling mencurigakan,accusing
Cara si Bela menanggapi pertanyaan terlihat seperti mengulur waktu bukan mencari Hitman dengan logis,accusing
Dia memakai Gag Order pada pemain yang punya informasi penting jadi dugaan terhadap si Ciko cukup rasional,accusing
Setelah semua kejadian dibandingkan si Dara punya pola perilaku paling cocok dengan Hitman,accusing
si Raka dari tadi jawabnya muter-muter banget fix dia Hitman,accusing
gw curiga sama Bima soalnya dia paling cepat nuduh orang lain,accusing
Sari mendadak kena Gag Order pas mulai bahas alibinya Dito,accusing
menurutku Dito Hitman karena penjelasannya berubah-ubah terus,accusing
si Naya terlalu diam waktu diskusi padahal biasanya aktif,accusing
yang pakai Gag Order ke Fajar kayaknya lagi nutupin jejak sendiri,accusing
Reno kelihatan sus dari caranya menghindari pertanyaan soal malam tadi,accusing
aku nuduh Tio karena dari awal cuma ikut suara mayoritas,accusing
si Wulan kemungkinan Hitman soalnya tuduhannya muncul setelah chat orang lain dibungkam,accusing
gaya main Arga aneh banget dia selalu lempar isu tanpa bukti,accusing
menurut pengamatanku Beni paling mencurigakan di ronde ini,accusing
Caca langsung mengalihkan topik waktu ditanya target malamnya,accusing
gw rasa si Dimas Hitman karena responsnya terlalu dibuat aman,accusing
Fina tiba-tiba agresif setelah Gag Order dipakai ke Riko,accusing
si Riko dari tadi cuma nunggu orang lain dituduh lalu ikut vote,accusing
kalau lihat pola chatnya Vina paling mungkin Hitman,accusing
aku curiga sama Galih karena alasannya soal siang dan malam tidak nyambung,accusing
Tara kelihatan mengatur arah vote tanpa menjelaskan dasar tuduhannya,accusing
si Joko diam terus lalu muncul buat nuduh orang yang sudah lemah,accusing
menurutku Lala yang pakai Gag Order karena dia paling diuntungkan dari situ,accusing
Fajar terlalu cepat membela Naya jadi mereka bisa saja satu kubu,accusing
gw lebih curiga ke Seno karena dia menghindari pembahasan soal Gag Order,accusing
si Mira jawabannya aman banget sampai kelihatan dibuat-buat,accusing
Ardi baru aktif setelah satu orang tidak bisa chat dan itu mencurigakan,accusing
aku rasa Putri Hitman karena dia sengaja membangun tuduhan ke pemain lain,accusing
Bram dari awal ikut arus dan tidak pernah kasih analisis sendiri,accusing
si Yuni kelihatan tahu terlalu banyak soal kejadian malam tadi,accusing
Gag Order ke Rian terasa seperti usaha membungkam orang yang hampir membongkar Hitman,accusing
menurutku Kiki pelakunya karena alibinya cuma bilang lupa,accusing
gw nuduh Reza dari pola vote yang selalu menguntungkan dia,accusing
si Elsa mendadak mengubah pendapat setelah lihat siapa yang paling banyak didukung,accusing
Danu terlalu fokus menuduh Stalker padahal isu utamanya belum jelas,accusing
kalau bukan Hitman kenapa si Vero terus menghindari pertanyaan sederhana,accusing
aku curiga ke Bagas karena dia paling diuntungkan saat diskusi terpecah,accusing
Nina kelihatan sengaja memancing ribut supaya chat soal dirinya tenggelam,accusing
si Yoga pakai alasan yang sama dari ronde sebelumnya dan itu terasa janggal,accusing
menurutku Rara Hitman karena dia ikut mengarahkan vote tanpa risiko,accusing
gw lihat pola aneh dari Saka dia selalu muncul setelah ada yang kena Gag Order,accusing
Tika tidak memberi alasan saat vote dan cuma bilang ikut mayoritas,accusing
si Hadi paling sus karena tuduhannya berubah sesuai respons orang lain,accusing
aku rasa Wina sengaja membungkam Edo supaya pembelaannya tidak terdengar,accusing
Rafi terlalu santai padahal situasi diskusinya lagi mencurigakan,accusing
menurut chat tadi si Adit yang paling mungkin jadi Hitman,accusing
si Intan langsung menuduh pemain yang tidak bisa membalas dan itu terasa aman buat dia,accusing
gw curiga sama Feri karena dia terus mengulang tuduhan tanpa bukti baru,accusing
Lusi kelihatan menutupi sesuatu waktu ditanya soal pilihan malam,accusing
kalau lihat urutan votingnya Bowo cukup mencurigakan dan patut dicurigai,accusing
si Sinta sengaja memotong pembahasan pas alibinya mulai dipertanyakan,accusing
aku nuduh Malik karena dia paling sering memanfaatkan kekacauan chat,accusing
Tono kayaknya Hitman soalnya dia menghilang setelah Gag Order aktif,accusing
menurutku Aisyah pelakunya karena semua aksinya sejauh ini mengarah ke pengalihan,accusing
Sumpah bukan aku hitman. Aku civilian biasa dan belum punya info apa-apa.,defending
Tuduhan ke gw masih ngarang. Dari tadi gw cuma ikut diskusi.,defending
Jangan langsung vote gw. Alibi gw memang biasa saja tapi bukan berarti hitman.,defending
Gw bukan pelakunya. Semalam gw cuma menunggu sampai pagi.,defending
Kalau gw hitman ngapain dari awal ikut bahas pola vote?,defending
Aku warga biasa. Coba cek lagi siapa yang paling sering mengalihkan topik.,defending
Lu salah baca gerakan gw. Diam sebentar bukan berarti gw mencurigakan.,defending
Bukan gw yang bikin korban hilang. Gw cuma civilian tanpa skill.,defending
Tuduhan ini terlalu cepat. Belum ada bukti yang menunjuk ke gw.,defending
Gw paham kalian curiga. Tapi role gw bukan hitman dan gw siap ikut analisis.,defending
Aku tidak memakai Gag Order. Jadi jangan kaitkan kejadian itu dengan aku.,defending
Gag Order tadi bukan dari gw. Kalian bisa lihat siapa yang mendadak dibungkam.,defending
Kalau aku spy pun belum tentu targetku bisa dijadikan bukti. Tapi jelas aku bukan hitman.,defending
Gw stalker. Peek semalam tidak menunjukkan kalau gw hitman.,defending
Aku sudah bilang dari awal kalau aku civilian. Tidak ada alasan buat mengarang peran.,defending
Jangan jadikan vote abstain kemarin sebagai bukti. Gw masih ragu waktu itu.,defending
Gw ikut vote sesuai argumen mayoritas. Itu bukan tanda gw satu kubu dengan hitman.,defending
Yang nuduh gw belum menjelaskan alasannya. Masa langsung dipercaya begitu saja?,defending
Gw tidak punya motif buat menghilangkan pemain itu. Role gw cuma warga biasa.,defending
Kalau kalian eksekusi gw sekarang tim baik malah kehilangan satu orang.,defending
Aku tidak pernah mendorong vote ke korban kemarin. Cek chatnya saja.,defending
Posisi gw memang terlihat aman karena belum banyak bicara. Tapi role gw tetap civilian.,defending
Bukan berarti gw membela orang lain lalu gw jahat. Gw cuma meluruskan argumen yang keliru.,defending
Gw membela diri karena tuduhannya salah. Bukan karena panik.,defending
Semalam gw tidak bisa melakukan aksi apa pun. Jadi tuduhan hitman ke gw tidak masuk.,defending
Aku spy. Tadi malam target yang aku jaga selamat dari serangan.,defending
Gw spy dan target guard gw bukan pemain yang kalian curigai. Jangan asal simpulkan gw hitman.,defending
Aku stalker dan hasil peek-ku belum menunjukkan kalau aku hitman.,defending
Lu boleh curiga tapi jangan vote cuma karena gw beda pendapat.,defending
Dari tadi gw kasih alasan yang konsisten. Coba bandingkan sama cerita yang berubah-ubah.,defending
Gw bukan hitman. Kalau mau cari pelaku lihat yang paling sering lempar tuduhan tanpa dasar.,defending
Aku tidak sedang mengalihkan isu. Aku cuma menjawab tuduhan yang diarahkan ke aku.,defending
Tuduhan itu muncul setelah aku beda pendapat. Bukan berarti aku jahat.,defending
Kalau tadi gw sempat diam itu karena Gag Order. Bukan karena lagi nyusun alibi.,defending
Aku tidak tahu identitas siapa pun. Jadi kalau analisis gw meleset bukan berarti gw hitman.,defending
Gw ikut diskusi terbuka dan tidak pernah menyembunyikan info. Role gw civilian.,defending
Kalian bisa cek urutan vote. Gw bukan orang yang memulai eksekusi kemarin.,defending
Kalau aku hitman aku tidak akan sejelas ini menjawab semua tuduhan.,defending
Gw cuma salah baca situasi di ronde awal. Salah analisis tidak otomatis bikin gw hitman.,defending
Jangan pakai gaya chat gw sebagai bukti. Gw memang biasa ngetik singkat.,defending
Aku tetap mau bantu cari hitman. Tapi jangan korbankan aku cuma karena feeling.,defending
Gw sudah jujur soal semua yang kulihat. Tidak ada aksi malam dari role-ku.,defending
Role-ku tidak punya skill malam. Jadi aku tidak mungkin melakukan penyanderaan.,defending
Aku tidak bisa menyandera siapa pun. Kalau ada korban berarti pelakunya bukan aku.,defending
Gw bukan target yang perlu dicurigai cuma karena masih hidup. Hitman bisa saja punya alasan lain.,defending
Kalian salah orang. Gw tidak punya akses ke identitas pemain lain.,defending
Tuduhan dari dia belum didukung info Stalker. Jadi untuk sekarang gw belum layak divote.,defending
Aku siap menjawab pertanyaan. Tapi tolong jangan potong kesimpulan sebelum dengar penjelasanku.,defending
Gw netral saja dari awal. Kalau ada yang mau nuduh silakan kasih dasar yang jelas.,defending
Vote gw kalau memang yakin. Tapi jangan bilang tim baik kehilangan orang tanpa alasan.,defending
Sumpah bukan gw Hitman... jangan lempar tuduhan ngawur,defending
Lah kok aku yang dituduh? Dari tadi aku ikut diskusi normal,defending
Gw Civilian doang... beneran gak punya skill buat nyulik orang,defending
Demi Shadow Heist aku bukan pelakunya. Jangan langsung vote aku,defending
Lu salah baca gerakku. Aku tadi cuma ngikutin alur diskusi,defending
Aku tadi gak bisa aksi malam karena Civilian. Kenapa langsung dibilang Hitman?,defending
Gak mungkin aku Hitman. Kalau iya buat apa aku ngebela diri sekeras ini?,defending
Jangan ikut panik dong. Tuduhan ke aku belum ada bukti sama sekali,defending
Tuduhan itu gak masuk akal. Aku malah pertama yang bahas korban malam,defending
Gw gak pakai Gag Order ke siapa pun. Jangan fitnah seolah-olah gw nutupin sesuatu,defending
Kalau aku Hitman kenapa semalam aku ikut dorong buat cek pemain lain?,defending
Serius aku cuma fokus baca chat. Tiba-tiba nama gw dilempar,defending
Aku tadi sudah jelasin alasan vote-ku. Kok masih dibilang mencurigakan?,defending
Dia mendadak nuduh aku pas mulai disorot. Itu malah mencurigakan,defending
Gw bahkan vote orang lain karena alasan jelas. Bukan asal lempar,defending
Tolong dengerin dulu. Aku bukan Hitman dan gak pernah Hostage siapa pun,defending
Bukan aku yang bikin korban malam ini. Aku dari tadi gak punya info,defending
Aku sudah bilang roleku Civilian. Mau diulang berapa kali?,defending
Lu nuduh gw cuma karena gw telat balas. Chat lag bukan bukti,defending
Fix bukan aku. Kalau cuma karena feeling jangan langsung eksekusi,defending
Aku paham kalian curiga. Tapi tuduhan ini salah dan aku bisa jelasin,defending
Tadi aku diem karena mikir. Bukan karena nyusun alibi,defending
Jangan asal eksekusi aku. Kalian bakal kehilangan warga tanpa bukti,defending
Sumpah dari malam kemarin aku gak pernah nyentuh target siapa pun. Aku Civilian,defending
Kalau mau vote aku silakan tapi itu blunder besar,defending
Saya bukan Hitman. Saya hanya mengikuti argumen pemain lain,defending
Aku tidak menggunakan skill apa pun malam tadi. Tuduhan ini keliru,defending
Yang aneh justru kamu. Begitu ditanya langsung lempar nama saya,defending
Gw belum pernah kena tuduhan separah ini. Tapi serius gw warga biasa,defending
Tuduhanmu berubah-ubah terus. Sekarang bilang aku Hitman karena apa?,defending
Aku Civilian biasa. Tidak ada alasan logis untuk menuduhku cuma karena diam,defending
Gak usah maksa aku ngaku sesuatu yang gak kulakuin. Aku bukan pelaku,defending
Serius demi tim aku jujur. Aku bukan Hitman dan bukan yang bikin korban,defending
Aku gak punya akses ke aksi malam. Tolong bedain Civilian sama role jahat,defending
Kenapa tiap ada korban nama gw terus yang diangkat? Aku gak terlibat,defending
Barusan aku dituduh cuma karena vote beda. Itu bukan bukti aku Hitman,defending
Aku bisa jelasin semua vote-ku. Cek lagi sebelum kalian eksekusi aku,defending
Gw panik karena dituduh bukan karena ketahuan. Tolong jangan dipelintir,defending
Tolong jangan percaya dia mentah-mentah. Dia cuma mau ngalihin fokus dari pelaku,defending
Gw cuma salah baca situasi. Salah analisis bukan berarti gw Hitman,defending
Kalau ada yang punya bukti konkret silakan keluar. Jangan cuma bilang feeling,defending
Aku tidak membungkam siapa pun. Jangan kaitkan aku dengan Gag Order,defending
Lu bilang aku mencurigakan karena diam. Sekarang aku ngomong pun tetap salah?,defending
Aku panik karena kalian mau eksekusi warga. Bukan karena tuduhannya benar,defending
Jangan eksekusi aku dulu. Aku Stalker dan semalam Peek si B. Dia bukan Hitman,defending
Aku Spy dan semalam Guard si C. Aku tahu aku bukan Hitman,defending
Semua bukti yang kalian pakai cuma asumsi. Aku sudah bilang aku Civilian,defending
Sumpah aku gak pernah nyulik siapa pun. Kalau ada log aksi silakan cek,defending
Kalian boleh curiga tapi jangan maksa. Aku benar-benar tidak bersalah di ronde ini,defending
Aku bukan Hitman! Bukan! Kalian salah orang kalau vote aku,defending
gw stalker semalem peek si Raka dia aman,bluffing
aku spy tadi malam guard Nia,bluffing
sumpah gw civilian bukan hitman,bluffing
gue stalker cooldown gw masih jalan,bluffing
gw spy jangan vote aku,bluffing
aku warga biasa cuma ikut vote,bluffing
semalem gw peek Dito hasilnya bukan hitman,bluffing
gw bukan hitman gw cuma stalker,bluffing
role aku spy dan target guardku selamat,bluffing
aku civilian kok dari awal diem,bluffing
gw stalker cek si Bima aman,bluffing
sumpah aku spy bukan pelaku,bluffing
gue bukan siapa-siapa cuma civilian,bluffing
tadi malam aku guard si Rani,bluffing
gw udah peek dia fix civilian,bluffing
roleku stalker jangan dipaksa,bluffing
aku spy kalau mau bukti tunggu malam,bluffing
gw warga biasa salah baca aja,bluffing
semalem aku intip si Tio dia bersih,bluffing
gw bukan hitman serius,bluffing
aku stalker tapi skill lagi cooldown,bluffing
tadi gw guard si Lala jadi aman,bluffing
gue civilian jangan ribut,bluffing
gw spy dan semalem jagain orang,bluffing
aku peek si Fajar dia aman,bluffing
sumpah roleku stalker,bluffing
gw cuma warga yang ikut mayoritas,bluffing
bukan hitman aku spy,bluffing
semalem gw cek identitas si Vino dia bukan hitman,bluffing
aku civilian chat seperlunya aja,bluffing
gw stalker hasil peekku valid,bluffing
aku spy jangan vote dulu,bluffing
gue warga biasa ga punya aksi malam,bluffing
gw bukan pelaku aku civilian,bluffing
tadi malam gw guard si Reno,bluffing
role aku spy fix,bluffing
gw stalker cek satu orang aja,bluffing
aku bukan hitman cuma civilian,bluffing
semalem peekku nunjukin si Yuda aman,bluffing
gue spy targetku selamat kok,bluffing
gw warga biasa dari tadi,bluffing
aku stalker bukan hitman,bluffing
jangan eksekusi gw roleku spy,bluffing
gw udah guard tapi ga bisa target sama lagi,bluffing
aku civilian ikut suara terbanyak,bluffing
gw peek si Kiki hasilnya bersih,bluffing
gue spy tunggu malam aja,bluffing
roleku stalker percaya ga percaya,bluffing
bukan hitman sumpah aku warga,bluffing
aku guard orang tadi malam jadi jelas aku spy,bluffing
gw stalker dan semalam gw peek Raka hasilnya civilian,bluffing
aku spy dan tadi malam aku guard Nisa,bluffing
santai aku bukan hitman. Role-ku civilian,bluffing
dari pola vote aku cukup yakin aku stalker yang sudah peek Dito,bluffing
gw spy. Target guard-ku semalam selamat karena hitman gagal,bluffing
aku civilian biasa. Tidak ada skill yang bisa kupakai,bluffing
klaimku tetap konsisten. Aku stalker dan belum peek ronde ini,bluffing
kalau dihitung dari aksinya aku spy yang guard Sari semalam,bluffing
gw bukan hitman. Aku stalker dan hasil peek-ku mengarah ke Fajar sebagai spy,bluffing
aku role spy. Guard-ku tidak bisa dipakai ke target yang sama dua malam beruntun,bluffing
tenang dulu. Aku civilian dan cuma membaca pola diskusi,bluffing
gw stalker. Semalam aku peek Bima dan identitasnya hitman,bluffing
aku bukan pelaku. Sebagai spy aku guard Lala tadi malam,bluffing
role-ku stalker. Aku sengaja belum membuka hasil peek agar tidak membantu hitman,bluffing
saya civilian. Tuduhan ini tidak punya dasar selain asumsi,bluffing
gw spy dan pilihan guard-ku ke Rino cukup masuk akal dari voting kemarin,bluffing
aku stalker. Peek terakhirku menunjukkan Wina sebagai civilian,bluffing
bukan aku hitmannya. Aku hanya civilian yang salah membaca situasi,bluffing
gw klaim sebagai spy karena guard malam ini bisa menjelaskan kenapa tidak ada korban,bluffing
aku stalker dan cooldown peek-ku baru aktif lagi dua ronde nanti,bluffing
kalau aku hitman tentu aku tidak akan mengaku punya hasil peek. Aku stalker,bluffing
role saya spy. Saya memilih guard berdasarkan pemain yang paling mungkin diserang,bluffing
gw civilian. Analisis vote-ku memang belum sempurna tapi peranku jelas,bluffing
aku stalker dan hasil intipku ke Tio menunjukkan dia bukan hitman,bluffing
santai saja. Aku spy bukan hitman dan target guard-ku tadi malam aman,bluffing
gw mengaku civilian karena memang tidak punya aksi malam,bluffing
aku punya info sebagai stalker. Nara terdeteksi sebagai spy saat kupeek,bluffing
pernyataanku sederhana. Aku spy dan tidak bisa guard orang yang sama dua malam berturut-turut,bluffing
gw bukan hitman. Aku stalker dengan satu hasil peek yang masih relevan,bluffing
aku civilian. Kalau ada yang mengklaim stalker coba cocokkan jadwal cooldown-nya,bluffing
hasil peek-ku menempatkan Aldi sebagai civilian. Aku stalker,bluffing
aku spy. Guard ke pemain yang dicurigai memang lebih rasional daripada asal pilih,bluffing
gw warga biasa. Tidak ada alasan logis buatku mengarang role,bluffing
aku stalker dan semalam tidak memakai peek karena cooldown,bluffing
role-ku spy. Korban yang selamat bisa jadi efek guard-ku,bluffing
gw civilian dan tuduhan ke aku cuma muncul setelah argumen lawan melemah,bluffing
aku stalker. Dari peek semalam Kiki bukan hitman,bluffing
saya adalah spy. Target guard saya tidak akan sama dengan target malam sebelumnya,bluffing
gw bukan hitman dan tidak punya skill gag order. Aku civilian,bluffing
aku klaim stalker karena sudah peek Damar sebagai civilian,bluffing
menurut urutan kejadian aku spy yang guard Vina sebelum serangan terjadi,bluffing
gw civilian. Diam di malam hari bukan bukti aku hitman,bluffing
aku stalker dan informasi dari peek-ku membuat Jodi layak dicurigai,bluffing
role saya spy. Saya tidak mungkin mengawal target yang sama dua malam berturut-turut,bluffing
gw cuma civilian. Analisis saya berdasarkan voting bukan hasil skill malam,bluffing
aku stalker. Hasil peek ke Eko menunjukkan dia bukan civilian,bluffing
bukan aku pelakunya. Aku spy dan guard-ku punya alasan berdasarkan pola target,bluffing
gw civilian dan tidak pernah mengklaim punya aksi malam,bluffing
aku stalker. Peek-ku cooldown jadi wajar kalau malam ini tidak ada info baru,bluffing
saya spy. Klaim ini konsisten dengan pilihan guard dan batasan skillnya,bluffing
semalam lu guard siapa? jangan jawab ngambang,probing
yang ngaku Spy jaga siapa tadi malam?,probing
Spy ada yang bisa konfirmasi target guard lu?,probing
lu benar Spy? malam pertama jaga siapa?,probing
siapa yang lu lindungi semalam?,probing
"kalau lu Spy harusnya tahu siapa yang lu guard, kan?",probing
target guard malam ini siapa? eh maksud gw semalam,probing
ada yang di-guard Spy semalam? ngaku aja,probing
Stalker semalam peek siapa?,probing
yang punya info peek silakan buka sedikit,probing
Stalker cek siapa dan hasilnya apa?,probing
lu sudah peek belum? siapa targetnya?,probing
siapa yang kelihatan aman dari hasil peek?,probing
ada hasil intel malam tadi atau kosong?,probing
yang kena Gag Order tadi siapa sebenarnya?,probing
Hitman bungkam siapa tadi? ada yang lihat alasannya?,probing
kenapa dia tiba-tiba kena Gag Order?,probing
siapa yang chat-nya dibungkam? info dong,probing
malam tadi ada yang jadi hostage?,probing
siapa target hostage menurut kalian?,probing
ada yang ngerasa hampir kena serang semalam?,probing
korban semalam punya info penting nggak?,probing
siapa yang paling mungkin diserang Hitman tadi malam?,probing
yang dijaga Spy biasanya siapa? ada petunjuk?,probing
lu tadi malam ngapain? jawab singkat aja,probing
role yang punya aksi malam sudah bergerak semua?,probing
ada yang bisa cocokkan alibi malamnya?,probing
siapa yang alibinya paling kosong?,probing
lu barusan tahu info dari mana?,probing
kalau bukan hasil peek berarti dasar curiganya apa?,probing
siapa yang pertama kali nuduh dia?,probing
yang ikut vote terbanyak itu punya alasan apa?,probing
kenapa kalian langsung ikut vote? ada info rahasia?,probing
siapa yang minta jangan vote dia tadi?,probing
ada yang sengaja menghindar waktu ditanya role?,probing
lu diam dari tadi karena kena Gag Order atau gimana?,probing
siapa yang punya hubungan aneh sama korban?,probing
target guard semalam masih hidup nggak?,probing
kalau lu Spy siapa yang tidak bisa lu guard lagi malam ini?,probing
Spy sudah ganti target guard atau masih orang yang sama?,probing
ada yang bisa pastikan dia bukan Hitman?,probing
siapa yang paling tahu pergerakan malam tadi?,probing
Stalker cooldown atau masih bisa peek sekarang?,probing
kalau sudah peek kenapa belum kasih info?,probing
siapa yang klaim Civilian tapi tahu terlalu banyak?,probing
lu nuduh berdasarkan role check atau feeling?,probing
ada yang lihat perubahan sikap setelah fase malam?,probing
siapa yang tiba-tiba paling vokal pagi ini?,probing
kalau semua ikut mayoritas siapa yang mulai duluan?,probing
sebelum vote final ada info yang belum dibuka?,probing
Spy reveal sekarang siapa yang lu Guard semalam,probing
Yang ngaku Spy langsung sebut target Guard malam tadi,probing
Aku mau tahu siapa yang dilindungi Spy sebelum kita voting,probing
Spy jangan muter-muter target jagaanmu semalam siapa,probing
Lu yang klaim Spy tadi malam Guard siapa jawab jelas,probing
Kalau ada Spy kasih info targetmu biar arah vote kita kebaca,probing
Siapa yang kalian curigai dijaga tadi malam dan alasannya apa,probing
Stalker sudah Peek siapa malam ini atau masih simpan info,probing
Stalker buka identitas yang sudah kamu intip sekarang,probing
Ada yang bisa konfirmasi hasil Peek jangan cuma lempar tuduhan,probing
Stalker cooldown lu masih aktif atau sudah kepakai,probing
Target Peek Stalker ronde lalu siapa dan role-nya apa,probing
Hitman biasanya incar siapa semalam ada yang punya pola,probing
Korban malam ini siapa yang paling mungkin jadi sasaran Hitman,probing
Yang selamat dari serangan jelaskan kenapa lu merasa jadi target,probing
Siapa yang punya informasi malam jangan diam saat diskusi,probing
Aku minta semua role yang punya aksi malam kasih petunjuk,probing
Sebelum vote kita urai dulu siapa yang berubah sikap setelah malam,probing
Lu dapat info apa dari fase malam jangan tahan sendiri,probing
Ada yang melihat pola target Hostage dari ronde sebelumnya,probing
Siapa yang paling diuntungkan kalau pemain itu kena Hostage,probing
Kita butuh timeline aksi malam siapa melakukan apa,probing
Jangan langsung vote sebutkan dulu siapa yang bisa membuktikan alibinya,probing
Aku mau dengar klaim role kalian satu-satu mulai sekarang,probing
Siapa yang bisa menjelaskan kenapa target itu selamat malam tadi,probing
Ada Spy di sini atau kita selama ini cuma menebak buta,probing
Kalau kamu Spy kenapa memilih Guard dia bukan pemain lain,probing
Target Guard kamu punya alasan khusus atau asal pilih,probing
Spy bisa pastikan tidak mengawal orang yang sama dua malam beruntun,probing
Siapa yang tahu bahwa target itu bukan Hitman dari hasil Peek,probing
Stalker tolong bedakan info asli dengan asumsi sebelum kita eksekusi,probing
Ada hasil Peek yang belum dibuka ke forum,probing
Yang kena Gag Order tadi siapa dan siapa paling diuntungkan,probing
Siapa yang pertama mendorong Gag Order ke pemain itu,probing
Ada yang tahu siapa target Gag Order tadi siang,probing
Jangan berlindung di balik diam jelaskan tindakanmu semalam,probing
Role kalian apa dan aksi malam kalian mengarah ke siapa,probing
Aku butuh nama target malam kalian bukan jawaban normatif,probing
Siapa yang bisa menguatkan klaim Spy itu,probing
Kalau tidak ada yang buka info kita mau voting berdasarkan apa,probing
Coba sebutkan siapa yang paling mungkin kamu Guard dan alasannya,probing
Lu yakin orang yang lu Guard bukan cuma partner Hitman,probing
Siapa yang punya alasan kuat bahwa korban bukan target Hostage,probing
Mereka yang terlalu cepat nuduh punya info apa sebenarnya,probing
Kita cek ulang siapa yang diam saat pertanyaan soal role muncul,probing
Ada yang melihat klaim role bertabrakan di ronde ini,probing
Sebelum keputusan final siapa yang masih menyembunyikan info penting,probing
